source account,text,date,tweets ago,compound score,positive score,neutral score,negative score
@FoxNews,A skydiver carrying the American flag lands before the first race of the IndyCar Detroit Grand Prix auto racing dou… https://t.co/Wz3SCVAE0N,2018-06-03,9,0.4588,0.136,0.864,0.0
@FoxNews,".@Scaramucci on more potential presidential pardons: ""It's once again the 'disruptor in chief,' doing the things th… https://t.co/3gokbTmctd",2018-06-03,10,0.3535,0.127,0.873,0.0
@FoxNews,".@Scaramucci: ""One of the things that the @POTUS is doing by putting out these pardons [is] he's basically sending… https://t.co/qD4irr2Fyu",2018-06-03,11,0.296,0.104,0.896,0.0
@FoxNews,Whataburger apologizes after manager denied serving plainclothes detective carrying gun https://t.co/mzPLXXHhaw,2018-06-03,12,-0.4215,0.158,0.506,0.335
@FoxNews,"Patricia Blagojevich: ""Our system of government [has] a system of checks and balances for a reason, and sometimes t… https://t.co/OCrA9e4aO8",2018-06-03,13,0.0,0.0,1.0,0.0
@FoxNews,"Patricia Blagojevich: ""The same people that...went after Mr. D’Souza are the same people that went after my husband… https://t.co/GsWMM4jUDY",2018-06-03,14,0.0,0.0,1.0,0.0
@FoxNews,".@KellyannePolls; ""[President @realDonaldTrump is] out there with the people who are so excited about his progress.… https://t.co/hLLnw5PH7u",2018-06-03,15,0.4795,0.163,0.837,0.0
@FoxNews,".@KellyannePolls on President @realDonaldTrump's first 500 days in office: ""I have such faith in the American peopl… https://t.co/5bUaZ8Ntli",2018-06-03,16,0.4215,0.141,0.859,0.0
@FoxNews,".@KellyannePolls: ""A denuclearized Korean peninsula is in everybody's interest."" @JudgeJeanine… https://t.co/LdAaZ54NPC",2018-06-03,17,0.0,0.0,1.0,0.0
@FoxNews,".@KellyannePolls: ""This @POTUS' leadership has brought North Korea literally to the @WhiteHouse."" @JudgeJeanine… https://t.co/HCBWh7av8u",2018-06-03,18,0.0,0.0,1.0,0.0
@FoxNews,"""We're more prosperous, we're more secure, and our government is more accountable."" 

@KellyannePolls lists the maj… https://t.co/AJRT6RTb9q",2018-06-03,19,0.7258,0.289,0.711,0.0
@FoxNews,"Rep. @Jim_Jordan: ""We have an obligation, as a separate and equal branch of government, to get the information to g… https://t.co/dbYM6fYB7b",2018-06-03,20,0.0,0.0,1.0,0.0
@FoxNews,"Two hikers die after falling from El Capitan in Yosemite, park officials say https://t.co/M80HodmLOs",2018-06-03,21,-0.6705,0.0,0.686,0.314
@FoxNews,"""Do you feel like you are winning?""

@DiamondandSilk hit the streets of the Big Apple to ask New Yorkers how they f… https://t.co/2admWv00Td",2018-06-03,22,0.3612,0.102,0.898,0.0
@FoxNews,"Michael Rotondo, millennial evicted from parents' house: ""I probably should've bought some bonds or something— or s… https://t.co/dFV7yZjJP8",2018-06-03,23,0.0,0.0,1.0,0.0
@FoxNews,"#Clinton's 'a---covering' speech on bin Laden raid made Biden furious, book claims https://t.co/4ECVDOouYI",2018-06-03,24,-0.5719,0.0,0.764,0.236
@FoxNews,Meghan Markle's ex-husband gets engaged shortly after #RoyalWedding https://t.co/oiupIJrl9U,2018-06-03,25,0.4019,0.252,0.748,0.0
@FoxNews,World's oldest cat celebrates 30th birthday https://t.co/CPrmTvPG34,2018-06-03,26,0.5719,0.381,0.619,0.0
@FoxNews,Ex-Rep. Michael Grimm says it's a 'no-win' situation for #Trump when endorsing congressional hopefuls https://t.co/4qoN6BBBI1,2018-06-03,27,0.0,0.0,1.0,0.0
@FoxNews,Network shelving teen series 'Heathers' over atmosphere of school violence https://t.co/CzqrmWMWpp,2018-06-03,28,-0.6249,0.0,0.709,0.291
@FoxNews,"Double homicide in Arizona connected to forensic psychiatrist's death, police say https://t.co/yuSi0WC2Dy",2018-06-03,29,-0.5994,0.0,0.738,0.262
@FoxNews,"Earlier, President @realDonaldTrump tweeted about trade practices, writing that ""the U.S. has been ripped off by ot… https://t.co/WEc14OodHv",2018-06-03,30,0.0,0.0,1.0,0.0
@FoxNews,"The team you trust. The network you love.

Watch 'Hannity,' weeknights at 9p ET on Fox News Channel. https://t.co/KA87eQcMjz",2018-06-03,31,0.8176,0.306,0.694,0.0
@FoxNews,Poll Average: California gubernatorial race https://t.co/jvGESGeUJP,2018-06-02,32,0.0,0.0,1.0,0.0
@FoxNews,".@SeanHannity: ""The president's economic agenda's clearly succeeding."" #Hannity https://t.co/V7F3uUApG9",2018-06-02,33,0.4019,0.252,0.748,0.0
@FoxNews,Stuart Varney: “The Democrats do not have a growth plan.” https://t.co/mflm0sftlf,2018-06-02,34,-0.2924,0.0,0.805,0.195
@FoxNews,.@MrJoshuaRogers: The three last words I ever said to my dad (and the incredible reason I got to say them) https://t.co/t44WPAAwj4,2018-06-02,35,0.0,0.0,1.0,0.0
@FoxNews,U.S. Markets - May. https://t.co/xrKIcYEOFW,2018-06-02,36,0.0,0.0,1.0,0.0
@FoxNews,U.S. Markets - This Week. https://t.co/y4TefIiDfM,2018-06-02,37,0.0,0.0,1.0,0.0
@FoxNews,"Texas teen, 13, is charged in stabbing death of friend; victim's mother claims adult stood by and watched https://t.co/je0RqjoXZK",2018-06-02,38,-0.3612,0.129,0.643,0.229
@FoxNews,".@DanGeltrude: ""I don't know if it's by accident or if Trump's a genius, but the timing is perfect."" #Cavuto https://t.co/ily1RWzXWz",2018-06-02,39,-0.2617,0.0,0.898,0.102
@FoxNews,Bill Maher says his Trump-orangutan jokes are not the same as Roseanne's 'ape' tweets https://t.co/0XAvvn0SIx,2018-06-02,40,0.25,0.125,0.875,0.0
@FoxNews,"RT @MikeEmanuelFox: President Trump meets with North Korean envoy, says summit is back on - interesting insight from @VanHipp on #FoxNews t…",2018-06-02,41,0.4019,0.119,0.881,0.0
@FoxNews,"House Leader McCarthy slams Google over 'Nazism' error, claims bias against conservatives https://t.co/p9WCgTK5tN",2018-06-02,42,-0.4767,0.0,0.728,0.272
@FoxNews,Maryland officer who helped deliver teen 18 years ago surprises him at high school graduation https://t.co/E9tOOxSqPO,2018-06-02,43,0.2263,0.112,0.888,0.0
@FoxNews,WATCH: More Millennials Would Rather Date an MS-13 Gang Member Over a Trump Supporter https://t.co/ECI4sV3qnS,2018-06-02,44,0.2732,0.139,0.861,0.0
@FoxNews,'Sherlock' star Benedict Cumberbatch saves defenseless delivery cyclist from gang attack in London https://t.co/FY7XC9aEXR,2018-06-02,45,-0.6705,0.0,0.686,0.314
@FoxNews,".@DineshDSouza on presidential pardon: ""@BarackObama would not have indicted me if I didn't make a film that deeply… https://t.co/Ud6nkxoWU8",2018-06-02,46,0.3182,0.126,0.874,0.0
@FoxNews,"Today on Twitter, Sen. @KamalaHarris called once more for Congress to pass ""common sense gun laws."" https://t.co/ZY9DOLPZoO",2018-06-02,47,-0.34,0.0,0.87,0.13
@FoxNews,".@WhiteHouseCEA's Kevin Hassett: “It’s really the strongest labor market that we’ve seen in many, many years.” https://t.co/w7wdaQWKuZ",2018-06-02,48,0.4902,0.166,0.834,0.0
@FoxNews,"On @foxandfriends, @RealCandaceO praised the economic policies of President @realDonaldTrump, stating that they've… https://t.co/bYE7FZyImT",2018-06-02,49,0.4939,0.198,0.802,0.0
@FoxNews,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's handling of the economy and blasted the media for… https://t.co/YBEHaxJoE0",2018-06-02,50,0.4939,0.176,0.824,0.0
@FoxNews,Poll: Candidate supporting President @realDonaldTrump impeachment. https://t.co/0NWksKpRZq,2018-06-02,51,0.4404,0.326,0.674,0.0
@FoxNews,.@DineshDSouza: A behind-the-scenes look at my presidential pardon https://t.co/oJXN6bffUQ,2018-06-02,52,0.3182,0.247,0.753,0.0
@FoxNews,".@RepDaveBrat: ""Bernie and Trump both ran on wages, until Hillary rigged the thing about Bernie."" https://t.co/8fOodsuEje",2018-06-02,53,-0.3612,0.0,0.857,0.143
@FoxNews,7 ways to cool your home without an air conditioner https://t.co/6gDQs99rai,2018-06-02,54,0.3182,0.204,0.796,0.0
@FoxNews,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part one of this special series on ‘Fox Report,’… https://t.co/WdhTUt2n9p",2018-06-02,55,0.7557,0.305,0.695,0.0
@FoxNews,GOP NC state senator fires back after being listed as a ‘bigot’ in controversial Google image https://t.co/K9QTrAntcd,2018-06-02,56,-0.2023,0.0,0.893,0.107
@FoxNews,Trump attorneys' letter to Mueller spells out legal arguments against Trump sitting down for interview https://t.co/IWSUFJPkQJ,2018-06-02,57,-0.296,0.082,0.769,0.148
@FoxNews,"Earlier today, @SenJohnMcCain tweeted his support for ""the bipartisan effort in the House to file a discharge petit… https://t.co/wkEM0g4DMj",2018-06-02,58,0.4019,0.137,0.863,0.0
@FoxNews,Johnny Depp appears frail and gaunt in newly surfaced Instagram photos https://t.co/TCAcBBnqBO,2018-06-02,59,0.0,0.0,1.0,0.0
@FoxNews,"The team you trust. The network you love.

Watch 'Hannity,' weeknights at 9p ET on Fox News Channel. https://t.co/y3OB9BYnms",2018-06-02,60,0.8176,0.306,0.694,0.0
@FoxNews,.@dbongino Slams John Brennan: 'He's a Liar About Being a Liar!' https://t.co/H64T8vwHUU,2018-06-02,61,-0.5562,0.0,0.715,0.285
@FoxNews,World's oldest cat celebrates 30th birthday https://t.co/CPrmTvPG34,2018-06-02,62,0.5719,0.381,0.619,0.0
@FoxNews,"WATCH: 9-year-old with muscular dystrophy hugs President @realDonaldTrump after Trump signs ""Right to Try"" bill.… https://t.co/0fBBLx19zU",2018-06-02,63,0.4939,0.176,0.824,0.0
@FoxNews,NEWS ALERT: Fox News has obtained exclusively a letter President @realDonaldTrump's legal team sent to Mueller in J… https://t.co/mhzCaXFvKx,2018-06-02,64,0.5319,0.217,0.783,0.0
@FoxNews,"Republican blasts 'unethical tricks from the swamp,' rejects Dems' donations https://t.co/78qWfxZwHK",2018-06-02,65,-0.7906,0.0,0.5,0.5
@FoxNews,"RT @EricShawnTV: I anchor starting at 5 pm EDT @FoxNews with @ArthelNeville. So, Kim Jong Un has money for nuclear weapons and ballistic mi…",2018-06-02,66,-0.4404,0.0,0.879,0.121
@FoxNews,"Ted Cruz, Jimmy Kimmel to end feud with one-on-one basketball game - via @foxbusiness https://t.co/Z7yzYOgp2Z",2018-06-02,67,-0.34,0.0,0.844,0.156
@FoxNews,Trudeau on Trump Tariffs: 'Insulting &amp; Unacceptable' That Canada Is Seen as Nat'l Security Threat https://t.co/l2n2AxvwVC,2018-06-02,68,-0.802,0.1,0.5,0.4
@FoxNews,"Earlier today, President @realDonaldTrump once again reiterated his contention that the only collusion with Russia… https://t.co/sF22uEfB0Q",2018-06-02,69,0.0,0.0,1.0,0.0
@FoxNews,"On @foxandfriends, @Varneyco praised President @realDonaldTrump's handling of the economy and blasted the media for… https://t.co/CBzYyBGMVE",2018-06-02,70,0.4939,0.176,0.824,0.0
@FoxNews,.@newtgingrich: China's embrace of Marxism is bad news for its people https://t.co/GuLgCNbUDk,2018-06-02,71,-0.296,0.146,0.633,0.222
@FoxNews,"MONDAY on ""#Hannity,"" @seanhannity sits down with @PressSec Sarah Sanders - Tune in at 9p ET on Fox News Channel! https://t.co/mDln18XeyY",2018-06-02,72,0.0,0.0,1.0,0.0
@FoxNews,"The team you trust. The network you love.

Watch 'Hannity,' weeknights at 9p ET on Fox News Channel. https://t.co/V9QObQ5wQn",2018-06-02,73,0.8176,0.306,0.694,0.0
@FoxNews,Meghan Markle's ex-husband gets engaged shortly after royal wedding https://t.co/oiupIJrl9U,2018-06-02,74,0.4019,0.231,0.769,0.0
@FoxNews,".@Varneyco: ""We are on the road to prosperity; @TheDemocrats cannot admit that going into the November elections.""… https://t.co/Kyw8JwkhFR",2018-06-02,75,-0.1511,0.0,0.914,0.086
@FoxNews,"Trump: 'UNFAIR' trade practices can 'no longer be tolerated,' US 'must be treated fairly' https://t.co/wGUcELl6Te",2018-06-02,76,-0.296,0.0,0.864,0.136
@FoxNews,"Ex-Rep. Michael Grimm campaigns for old seat, warns Trump to 'stay out' of race https://t.co/4qoN6BBBI1",2018-06-02,77,-0.1027,0.0,0.909,0.091
@FoxNews,"Trump questions whether Mueller, DOJ 'leaking' letters to 'Fake News Media' in 'Witch Hunt Hoax' https://t.co/drjMIC3T85",2018-06-02,78,-0.7717,0.0,0.628,0.372
@FoxNews,9-Year-Old Boy With Muscular Dystrophy Hugs Trump at Bill Signing https://t.co/0bdvLSofAR https://t.co/23MSDUXh0P,2018-06-02,79,0.4939,0.225,0.775,0.0
@FoxNews,"On @NextRevFNC, @SteveHiltonx investigates Gov. Jerry Brown's policies and their effect on California. Tune in Sund… https://t.co/YaHaaP0jZi",2018-06-02,80,0.0,0.0,1.0,0.0
@FoxNews,".@SteveHiltonx: Is Loony Left @JerryBrownGov killing California? What does that mean for America?
https://t.co/A6HILoyr8l",2018-06-02,81,-0.6966,0.0,0.732,0.268
@FoxNews,"Millennial evicted from parents' home paid for car storage, but balked at child support, records show https://t.co/PX3ciXt8vZ",2018-06-02,82,0.5499,0.182,0.818,0.0
@FoxNews,"Moments ago, President @realDonaldTrump once again reiterated his contention that the only collusion with Russia oc… https://t.co/ww7VcXNmOW",2018-06-02,83,0.0,0.0,1.0,0.0
@FoxNews,"On @foxandfriends, @RealCandaceO praised the economic policies of President @realDonaldTrump, stating that they've… https://t.co/KBj9GpXsNz",2018-06-02,84,0.4939,0.198,0.802,0.0
@FoxNews,"On Twitter, 2016 Democratic presidential nominee @HillaryClinton decried the Trump Administration's treatment of im… https://t.co/nKPIY04XJU",2018-06-02,85,0.0,0.0,1.0,0.0
@FoxNews,Whataburger apologizes after manager denied serving plainclothes detective carrying gun https://t.co/mzPLXXYSz6,2018-06-02,86,-0.4215,0.158,0.506,0.335
@FoxNews,".@PastorDimasNYC: ""The church needs the police as well, as often I'm called on, the police need the church."" https://t.co/swjEp3E2kQ",2018-06-02,87,0.2732,0.104,0.896,0.0
@FoxNews,Tune in for an all-new @GregGutfeldShow tonight at 10p ET on Fox News Channel! https://t.co/IwvE7132Ue,2018-06-02,88,0.0,0.0,1.0,0.0
@FoxNews,Unemployment rate over the course of the last year. https://t.co/5AoXH5Wza2,2018-06-02,89,-0.4404,0.0,0.756,0.244
@FoxNews,".@TheRealJohnHCox: ""California has the highest tax burden in the country. We've got the highest poverty rate. Our r… https://t.co/A5lC1ZnKkb",2018-06-02,90,-0.7351,0.0,0.733,0.267
@FoxNews,#CAgov - Poll Average. https://t.co/6tFJpvCd2H,2018-06-02,91,0.0,0.0,1.0,0.0
@FoxNews,"A mother deer helped its tiny, frightened fawn move out of danger in the middle of a Washington road. https://t.co/eCbHi2k8NZ",2018-06-02,92,-0.743,0.0,0.717,0.283
@FoxNews,".@RealCandaceO: ""I go on these college campuses and I say, 'Look - I support @realDonaldTrump. Do you really believ… https://t.co/ACVGq4ILtO",2018-06-02,93,0.4019,0.144,0.856,0.0
@FoxNews,"On ""#Cavuto Live,"" @repcleaver warned that the toxic rhetoric coming from both the left and the right worries him t… https://t.co/7grVCyuPX4",2018-06-02,94,-0.5994,0.0,0.795,0.205
@FoxNews,CBP: Construction on San Diego section of US border wall begins https://t.co/3Uf4bwIeR2 https://t.co/ITJxiBpng1,2018-06-02,95,0.0,0.0,1.0,0.0
@FoxNews,"TOMORROW: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/EsOAah9QeF",2018-06-02,96,-0.3867,0.067,0.79,0.143
@FoxNews,.@Google lists GOP NC state senator as 'bigot' in controversial image https://t.co/VXW2LNFQ8n https://t.co/FwOZvLvyR2,2018-06-02,97,-0.2023,0.0,0.87,0.13
@FoxNews,"WATCH: 9-year-old with muscular dystrophy hugs President @realDonaldTrump after Trump signs ""Right to Try"" bill.… https://t.co/WEN56l4eLN",2018-06-02,98,0.4939,0.176,0.824,0.0
@FoxNews,".@antjuansea: ""There are people on the right who refuse to reject and denounce racism, bigotry, and hate."" https://t.co/Pj7WxYEyhu",2018-06-02,99,-0.886,0.0,0.551,0.449
@nytimes,An ideal vehicle for the ripest strawberries at the height of the season https://t.co/fgar5lOIQT https://t.co/09IxVHN3Ma,2018-06-03,0,0.5267,0.195,0.805,0.0
@nytimes,How to deal with those annoying group messages without silencing everything else on your phone https://t.co/s10FyJ6PqL,2018-06-03,1,-0.3248,0.076,0.775,0.149
@nytimes,"5 destinations that may not meet your expectations, and one that may exceed them https://t.co/8y3TK5Uoyc",2018-06-03,2,0.0,0.0,1.0,0.0
@nytimes,"Irving Sandler, Art Historian Who Was Close to Artists, Dies at 92 https://t.co/jjRpnVW31v",2018-06-03,3,0.0,0.0,1.0,0.0
@nytimes,"Hollywood may be a business reluctant to give women second chances, but Alicia Silverstone, suddenly seems to be ev… https://t.co/FrIRXW8ORA",2018-06-03,4,-0.0258,0.07,0.854,0.075
@nytimes,"These TV shows are workplace comedies with the workplace redistributed to the home, rom-coms where the romance is m… https://t.co/XEKy5Mwwkl",2018-06-03,5,0.743,0.259,0.741,0.0
@nytimes,Why Are the Death Tolls in Puerto Rico From Hurricane Maria So Different? https://t.co/exVMsmOUPV,2018-06-03,6,-0.5994,0.0,0.769,0.231
@nytimes,"Should chimps in ill health be moved at all, or stay where they are, retiring in place? https://t.co/LyZdvkDlRF",2018-06-03,7,-0.4215,0.0,0.859,0.141
@nytimes,De Blasio Proposes Changes to New York’s Elite High Schools https://t.co/nzmnsO3VPn,2018-06-03,8,0.0,0.0,1.0,0.0
@nytimes,The secret to finding the money and time for home improvements is simple: Renovate one room at a time https://t.co/SzWj2Uir4E,2018-06-03,9,0.3182,0.113,0.887,0.0
@nytimes,Mahan Esfahani is a musician on a mission https://t.co/gvwtW0mqzP,2018-06-03,10,0.0,0.0,1.0,0.0
@nytimes,"In the #MeToo Era, Raising Boys to Be Good Guys https://t.co/jcHhEXvHzh",2018-06-03,11,0.4404,0.225,0.775,0.0
@nytimes,A guilty pleasure for many children of the '90s: A personal pan pizza from Pizza Hut. What corporate delivery pie d… https://t.co/71IyiS7PJV,2018-06-03,12,0.2263,0.151,0.735,0.114
@nytimes,Why should a meal on our own be uninspired or scarfed down as if consumed on the shoulder of an interstate highway? https://t.co/TvRBfKZRxd,2018-06-02,13,0.0,0.0,1.0,0.0
@nytimes,There are a few low-tech tricks that can make switching time zones and taking long haul flights a little easier https://t.co/A5dptlHBbx,2018-06-02,14,0.2516,0.119,0.809,0.071
@nytimes,Deaths of 2 Paralegals Linked to Killing of High-Profile Forensic Psychiatrist https://t.co/BRKPQpzEEZ,2018-06-02,15,-0.6597,0.0,0.694,0.306
@nytimes,"Few people interested in fitness are unfamiliar with the concept of high-intensity interval training, or HIIT. But… https://t.co/RBD3pK8wGE",2018-06-02,16,0.5859,0.231,0.769,0.0
@nytimes,"""Everything they do is weird."" How Antarctic sea spiders get oxygen. https://t.co/BDKjQFg7VY",2018-06-02,17,0.0,0.0,1.0,0.0
@nytimes,"Gay in India, Where Progress Has Come Only With Risk https://t.co/5aFoDQp4km",2018-06-02,18,0.1779,0.201,0.647,0.151
@nytimes,Nonfiction: Wisdom Dispensed With Slaps and Puns: A Sprightly History of Advice-Giving https://t.co/XseyTiQi09,2018-06-02,19,0.7506,0.39,0.61,0.0
@nytimes,"For those of us who did not grow up digging in the dirt, but want to give it a try, the prospect can be intimidating https://t.co/1WX1fOVOV3",2018-06-02,20,-0.3182,0.138,0.682,0.18
@nytimes,"White Bolognese, a meat sauce made without tomato, is a variation you rarely see in America https://t.co/4nqGyFb0BK https://t.co/f5gu7o8NRL",2018-06-02,21,0.0,0.0,1.0,0.0
@nytimes,"RT @maggieNYT: Trump’s lawyers argue that Mueller doesn’t need to interview him because they have all the information they need, including…",2018-06-02,22,-0.34,0.0,0.893,0.107
@nytimes,A video of South African schoolgirls doing a seminude traditional performance has spread widely on social media. Th… https://t.co/MFgYNt1d7b,2018-06-02,23,0.0,0.0,1.0,0.0
@nytimes,"3 pastors in the heavily evangelical Central Valley of California sat down with us to talk about race, President Tr… https://t.co/JsusdKBnzz",2018-06-02,24,0.0,0.0,1.0,0.0
@nytimes,That thing Samantha Bee said about Ivanka Trump. You know. That thing. Some of us at The New York Times share our t… https://t.co/Ep18rEtRwj,2018-06-02,25,0.296,0.087,0.913,0.0
@nytimes,Writers like Ada Calhoun and Michael Lewis are part of a growing group of A-list authors bypassing print and releas… https://t.co/5kWExd9D81,2018-06-02,26,0.4939,0.189,0.811,0.0
@nytimes,"RT @karaszpalko: “‘This is just music,’ people will say. But I think it has a terrible effect,” said Cressida Dick, police commissioner for…",2018-06-02,27,-0.7506,0.0,0.748,0.252
@nytimes,"“The social change is not reversible in Iran, because the traditions have changed; the way people interact and rela… https://t.co/4CsAXqa1D3",2018-06-02,28,0.0,0.0,1.0,0.0
@nytimes,"Senate Republicans have new optimism about the midterm elections, with some even expecting to increase their slim m… https://t.co/zMbhBIEVSi",2018-06-02,29,0.7003,0.254,0.746,0.0
@nytimes,"In @NYTOpinion 

Mawaan Rizwan writes, ""When I was a boy, I witnessed my mother make the impossible possible in our… https://t.co/ZtwCziFePs",2018-06-02,30,0.0,0.0,1.0,0.0
@nytimes,"Daniel Beckwitt was afraid of North Korea, his lawyer said, so he hired a man to dig tunnels for a bunker under his… https://t.co/0npbi5oiLj",2018-06-02,31,0.0,0.0,1.0,0.0
@nytimes,"RT @nytimesworld: Riot police used tear gas to break up opposition supporters who had planned to march through Mali’s capital Bamako, calli…",2018-06-02,32,-0.1779,0.109,0.755,0.136
@nytimes,Trump often points out that his predecessors left him the “mess” of a nuclear-armed North Korea — errors he vows no… https://t.co/xMGTrFARJC,2018-06-02,33,-0.34,0.0,0.888,0.112
@nytimes,"Millionaire’s shortbread is a flashy cookie, topped with swoops of chocolate and chewy caramel… https://t.co/92QBaZsqIP",2018-06-02,34,0.0,0.0,1.0,0.0
@nytimes,"RT @nytmike: Trump’s lawyers said the Constitution empowers him to, “if he wished, terminate the inquiry, or even exercise his power to par…",2018-06-02,35,0.0,0.0,1.0,0.0
@nytimes,"The full text of the confidential letter sent by Trump’s lawyers to the special counsel, Robert Mueller, annotated… https://t.co/u7oc25xCyW",2018-06-02,36,0.4019,0.13,0.87,0.0
@nytimes,"Breaking News: In a confidential memo to the special counsel, President Trump’s lawyers made broad claims of execut… https://t.co/uN5qEYbm8x",2018-06-02,37,0.4019,0.137,0.863,0.0
@nytimes,A contingent of Las Vegas residents are in line for a massive payday if the Golden Knights prevail in the best-of-7… https://t.co/WEkvDi5ugg,2018-06-02,38,0.0,0.0,1.0,0.0
@nytimes,"In @NYTOpinion 

Linden Crawford writes, ""In early 2016, I decided to get top surgery to remove my breast tissue. T… https://t.co/EfPsFBnBGA",2018-06-02,39,0.2023,0.087,0.913,0.0
@nytimes,Finding your first apartment in New York City https://t.co/pGePeqSJhh,2018-06-02,40,0.0,0.0,1.0,0.0
@nytimes,"Unlike other women he had dated, she didn’t move on when he was out of town working as a tour manager and sound eng… https://t.co/mupXm80Le3",2018-06-02,41,0.0,0.0,1.0,0.0
@nytimes,"Vancouver real estate is so expensive that politicians want to tax it into submission, and many homeowners are OK w… https://t.co/oeduhU89LS",2018-06-02,42,0.4995,0.182,0.818,0.0
@nytimes,The UN said that it had “strong indications” that Mexican security forces were involved in the disappearances of ne… https://t.co/P7Hr6sNLAa,2018-06-02,43,0.34,0.112,0.888,0.0
@nytimes,Vulnerable House Republicans are pushing legislation to protect young undocumented immigrants. Will it save their s… https://t.co/psPbVXoXqr,2018-06-02,44,0.5994,0.267,0.645,0.088
@nytimes,"As a volunteer emergency medical worker, Razan al-Najjar said she wanted to prove that women could play an importan… https://t.co/x51HJttxsq",2018-06-02,45,-0.0516,0.109,0.773,0.118
@nytimes,"The job market is strong, but one mystery remains: lackluster wage growth https://t.co/0BOIUZVGgb",2018-06-02,46,0.6757,0.335,0.665,0.0
@nytimes,"Scott Pruitt, who has reversed Obama-era EPA rules, enjoys cozy ties with a coal baron who got him a superfan exper… https://t.co/Knb1HMfoIO",2018-06-02,47,0.5106,0.148,0.852,0.0
@nytimes,This past week brought 2 developments that could prove pivotal in November for Senate Republicans  https://t.co/OC9c7jvdxU,2018-06-02,48,0.0,0.0,1.0,0.0
@nytimes,Not sure what to read over the summer? We've got you covered. https://t.co/zFoFpkRqUE,2018-06-02,49,0.3182,0.161,0.839,0.0
@nytimes,Will a Canadian version of Donald Trump become leader of the country's most important province? https://t.co/vK63GtBR7l,2018-06-02,50,0.2716,0.13,0.87,0.0
@nytimes,A former police officer wanted his charges dismissed under Florida’s Stand Your Ground law. A judge called his test… https://t.co/SJuXoUu7dU,2018-06-02,51,-0.2732,0.0,0.89,0.11
@nytimes,"RT @nytvideo: Razan al-Najjar, 20, was trying to help an injured protester near the border fence when she was fatally shot by Israeli soldi…",2018-06-02,52,-0.6369,0.088,0.686,0.225
@nytimes,The top candidates for California governor grapple with the popularity of Jerry Brown and their own indiscretions a… https://t.co/mtSQwjdhCY,2018-06-02,53,0.5994,0.224,0.776,0.0
@nytimes,"Friends unconditionally support each other, but colleagues can’t always do that, especially when their own reputati… https://t.co/JrhJBiq0WJ",2018-06-02,54,0.4404,0.206,0.794,0.0
@nytimes,"This light, summery shrimp salad is enhanced by cayenne, paprika, garlic and a bit of lemon juice… https://t.co/CaRwWo4sEg",2018-06-02,55,0.0,0.0,1.0,0.0
@nytimes,Convergence in the Tale of Two Cities https://t.co/nD8GFnBV1z,2018-06-02,56,0.0,0.0,1.0,0.0
@nytimes,"Modern Love: ""I sat on the bed next to him and he hugged me, kissed me, held me. Although I wasn't naked, I felt so… https://t.co/h9zvgnjEuG",2018-06-02,57,0.8591,0.311,0.689,0.0
@nytimes,"The best TV shows and movies new to Netflix, Amazon and more in June https://t.co/jvetkNo5cP",2018-06-02,58,0.7096,0.312,0.688,0.0
@nytimes,"Accusations of brainwashing, branding and sex trafficking have shadowed Nxivm, a secretive self-help group. The Tim… https://t.co/Z9fRhelzNf",2018-06-02,59,-0.5859,0.0,0.745,0.255
@nytimes,"25 years ago, “Angels in America” felt like a reimagining of great American playwriting. Here are the 25 best works… https://t.co/xGpC7PEHSl",2018-06-02,60,0.8957,0.388,0.612,0.0
@nytimes,Denmark Talks (Reluctantly) About a Ban on Circumcising Boys https://t.co/XwdKHmwq4d,2018-06-02,61,-0.5574,0.0,0.69,0.31
@nytimes,"In 2012 when Hurricane Sandy hit, a sign advertising a house for sale on the Jersey Shore disappeared. It just turn… https://t.co/2q2mwZJSwY",2018-06-02,62,-0.2263,0.0,0.909,0.091
@nytimes,It's summer. Time to read. https://t.co/iRyuPoE2B5,2018-06-02,63,0.0,0.0,1.0,0.0
@nytimes,"An ancient Roman tomb is unearthed and to everyone’s surprise, it’s intact https://t.co/JZ7eQdcdEh",2018-06-02,64,0.4404,0.262,0.738,0.0
@nytimes,We asked readers which health campaign they would like to see started.  Here are some of their responses. https://t.co/WXPt8794hN,2018-06-02,65,0.3612,0.122,0.878,0.0
@nytimes,"Hungry City: At Lahi, Filipino Dishes, Classic and Idiosyncratic Alike https://t.co/BIJupGk1Xp",2018-06-02,66,0.0,0.0,1.0,0.0
@nytimes,President Trump ordered Energy Secretary Rick Perry to “prepare immediate steps” to stop the closure of unprofitabl… https://t.co/u9ggoJC1nQ,2018-06-02,67,-0.0258,0.103,0.788,0.108
@nytimes,"When ISIS was ousted from Mosul, we went to see what they left behind — with the help of a Metallica-loving Mosul n… https://t.co/otf132Bkzc",2018-06-02,68,0.4019,0.114,0.886,0.0
@nytimes,52 Hours at Breakup Boot Camp https://t.co/iU3qCdsoRX,2018-06-02,69,0.0,0.0,1.0,0.0
@nytimes,What would ISIS leave behind as their hold on Mosul crumbled? Our reporters went to find out. https://t.co/pQCosuFgsy,2018-06-02,70,-0.0516,0.0,0.934,0.066
